MOVIES,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime
5167,454,54,3172,638,2124,59
4468,443,33,4130,3224,2914,102
4958,7,66,7715,2314,3816,44
556,278,49,2182,2090,1966,23
5354,109,43,7346,1295,4007,21
4900,309,55,7124,1803,3580,43
730,240,52,1167,3244,1314,104
5742,144,49,6753,2560,2417,91
485,351,46,4037,3998,2999,89
644,213,56,4924,1220,2232,64
3663,225,44,471,3816,1619,89
848,109,62,3486,6005,4031,94
5597,385,57,1243,2309,297,44
4472,481,39,410,3367,666,87
2266,189,64,4362,1316,345,69
3552,175,62,740,1706,61,44
1326,250,50,2981,5631,2255,98
1970,110,53,5997,266,935,22
3459,456,31,5040,4295,1800,90
2891,4,54,1976,516,1001,52
993,167,53,989,5415,3830,96
2064,107,58,7736,1578,411,23
5255,109,61,955,1358,3442,96
2988,279,62,6374,5789,728,120
5272,342,49,4249,2459,2155,90
3951,177,48,2685,1880,1743,29
5440,381,66,4045,2007,3879,34
3191,29,34,122,5210,1115,89
1934,153,53,5107,6281,702,7
470,264,68,754,1817,2970,44
4213,195,41,2001,4943,4003,93
963,19,31,6230,5713,1591,129
4547,399,27,879,5442,443,80
4450,177,40,5872,6231,3442,90
3142,45,58,1064,1758,87,79
488,342,51,6857,5538,2727,118
4884,163,58,1282,1888,2361,89
4929,295,64,2668,1798,1522,258
3900,29,44,444,1786,165,42
2618,36,53,5293,2594,2402,117
1924,454,47,5230,591,2609,23
382,394,65,7466,1069,3974,69
5606,466,49,4034,3273,220,16
865,177,61,6522,664,2876,59
2480,454,57,998,1175,516,44
2258,342,45,5311,5769,1809,86
3136,187,46,5856,4957,2513,127
1507,264,62,4854,886,4091,23
3309,72,41,4784,1771,1050,23
3443,386,61,1190,896,1014,54
351,177,56,2813,4569,3526,133
2919,338,68,3284,0,1184,23
1547,187,37,399,2461,2940,125
490,356,56,6598,1308,3736,69
5725,385,55,7064,1384,3286,34
5721,18,66,443,1666,3206,34
4682,109,51,6272,692,698,22
1199,385,36,5563,4294,2490,90
2035,231,59,5605,1186,3389,34
4556,122,45,692,1435,1879,14
1311,247,61,4174,715,2787,58
5327,264,41,6878,2102,3713,23
5561,164,43,2455,4381,3218,106
4466,187,62,5652,3784,3086,123
2594,355,19,1911,1943,4079,29
1989,112,59,4963,5986,1376,119
884,285,53,6743,3443,2699,96
473,447,60,956,1187,4015,29
2818,125,48,4803,5700,301,114
1101,139,63,7049,1629,931,21
4341,115,52,3902,2379,769,24
2390,454,64,6950,2098,1551,28
5782,36,36,1488,4150,1915,105
2208,179,37,1254,2264,1632,33
739,263,46,937,3148,3082,104
2945,179,48,1124,5473,2490,101
2162,45,47,7148,4482,2660,97
5661,342,46,895,1440,1562,49
5041,258,42,5615,4686,3619,86
667,120,62,6158,2211,1578,23
4150,177,40,1287,5021,822,48
5578,128,50,4569,1201,3987,22
792,122,41,2221,3128,3290,60
4563,355,36,6635,338,1014,44
3690,3,49,7449,3191,3296,107
1154,195,67,79,2325,1105,59
962,383,48,4008,385,3444,23
5495,6,42,1268,1568,4085,29
1328,264,67,4709,4156,2591,112
4668,342,61,6578,1192,770,64
3855,217,36,7782,584,1619,23
4813,127,63,4642,877,227,23
1704,472,47,4998,1598,404,32
5453,231,63,1257,993,1270,59
4386,295,58,6938,2794,379,89
3600,107,65,4675,311,528,4
1889,429,37,5943,1922,1131,37
1082,177,42,3144,2785,2830,91
3680,3,45,4791,3259,3182,95
2884,29,33,5551,4278,1503,79
4416,195,38,5143,6159,1295,100
2141,195,67,762,625,2238,59
1152,342,58,4040,6588,2252,119
1818,112,57,2698,1718,3046,23
1357,189,62,2912,900,623,34
5368,295,58,2702,1985,1024,247
3238,342,49,5394,3835,2823,97
3441,342,59,6597,2139,927,49
1150,264,56,2829,434,1567,69
2383,187,43,147,4803,3301,83
3384,385,63,4255,1733,991,227
5660,184,32,780,3333,151,104
1508,240,55,973,1668,594,23
5441,429,57,3195,2180,1449,54
2806,342,60,2672,2083,1108,99
5681,295,56,3765,1026,1304,23
5814,123,64,4635,1179,2520,23
3546,454,57,49,138,2028,49
392,109,48,4172,1977,261,24
3655,264,55,5251,6387,3272,94
3549,109,45,3791,6158,1911,105
1348,121,55,91,6844,3076,99
4543,3,38,3785,3523,1474,102
3631,153,40,114,6508,317,21
4225,231,63,7691,902,626,34
4242,371,37,5953,3022,1660,93
1256,164,44,3254,4225,1374,105
5042,480,21,2945,735,2681,23
2073,109,44,374,6400,3783,88
1014,342,43,4760,4656,30,95
980,18,52,7008,3461,367,116
3814,32,42,3258,5177,2724,109
843,192,56,796,3714,592,108
5801,195,62,3415,794,162,74
1163,4,44,6273,2885,102,93
2508,120,50,7305,1255,678,23
1658,385,38,5658,3208,1551,99
604,342,42,2006,4363,3383,89
4160,37,34,1166,4033,1988,93
2521,109,59,3824,958,4123,22
2056,385,64,6776,2306,3679,44
2862,264,59,431,6529,1730,56
5712,195,40,1045,5135,2757,89
4042,29,52,1004,5066,3708,118
3483,195,59,3668,2064,4117,34
5653,272,54,5751,49,3376,59
593,393,43,1378,5507,2528,95
1044,177,38,7021,6139,1647,101
3455,480,63,2798,580,2939,59
2067,118,54,6703,2201,935,23
2161,109,54,4177,4340,2826,109
3094,210,48,690,5570,1503,82
4117,120,40,1390,5279,1703,85
2303,187,42,1121,3247,1103,95
4413,120,67,4815,936,1004,22
4738,163,32,3932,4351,2942,94
2121,129,54,6295,1812,2739,6
5394,153,55,3335,1579,2515,21
1691,4,33,1357,4659,2255,91
376,342,43,1329,4724,2467,73
4069,264,56,5495,1361,2169,54
5337,177,47,949,6473,648,89
5435,264,62,2721,570,2130,49
616,385,31,7091,4716,1637,79
1496,483,51,398,3613,502,94
2317,481,28,5048,4319,2908,86
1353,383,62,3084,382,2743,34
1064,69,66,6990,106,3403,79
3484,422,59,6250,1387,3676,59
5084,471,60,5142,3498,1692,23
5022,264,64,3256,676,2740,19
1123,311,63,3552,1188,3223,172
1141,69,16,5304,5916,4,96
2883,4,47,3915,3175,2289,125
1585,122,50,2458,5872,1671,102
3429,374,51,56,6491,3399,90
2642,22,63,4445,624,3837,29
5491,195,55,3701,2120,60,44
5347,75,51,5444,1107,1372,29
813,153,60,2483,423,2928,23
1859,421,58,761,627,2934,34
3485,195,57,3251,795,459,69
5189,411,51,6997,2268,3508,21
4689,454,56,3475,1288,4061,23
4587,109,53,4577,2205,1086,23
1520,177,42,1710,3620,3627,94
3915,188,43,5930,5232,3960,84
1632,177,39,7753,5303,1473,81
3035,187,50,3524,1061,466,40
1198,205,36,1992,3308,1444,97
1910,177,43,2944,3185,1261,31
5540,187,56,1024,4710,3189,100
4843,454,61,5944,200,2311,59
5732,342,29,3222,4287,4103,121
1665,180,49,788,4653,3051,111
5371,343,45,6399,5357,1702,94
5619,177,38,4115,5675,3289,105
624,422,60,804,2005,3401,59
927,112,51,4162,3765,3629,105
4733,153,33,2073,6296,1431,23
1407,153,44,3193,534,3231,22
5671,342,49,7037,3177,3326,120
3773,288,54,4744,6251,2271,107
2751,112,62,293,2223,243,23
1446,247,40,691,3365,432,82
452,344,44,5542,3065,2656,83
3231,264,61,797,2116,393,20
1536,240,58,1171,3771,3998,104
3085,38,70,2490,2272,2300,23
5329,44,51,792,3641,3217,132
4438,94,66,7350,2387,1219,23
944,454,55,995,1703,1599,22
990,177,56,5423,564,633,29
4570,136,65,5110,6818,3423,160
5352,118,52,6512,1030,1939,10
5023,264,43,6088,4796,2217,52
3344,460,35,978,279,2807,23
3566,189,62,3702,2251,818,23
3734,29,29,1215,6138,1181,92
1474,342,60,821,3717,2006,107
4714,243,58,942,4209,3524,86
4379,177,46,3019,164,278,23
5784,195,56,1957,596,3166,115
5194,433,32,7001,5264,3639,92
3045,301,58,7260,3858,3525,39
3877,221,36,1459,3338,1350,107
1195,456,41,127,5547,2421,79
2488,264,56,2026,6113,3740,103
399,410,38,4339,4145,3140,83
5222,264,60,228,408,2046,58
4876,323,9,4670,824,1965,29
2288,130,64,1304,2336,770,23
875,177,35,2406,4102,447,87
3869,248,50,4071,2004,2949,69
5340,153,56,4346,5794,123,21
2691,383,48,551,1620,3790,23
1930,443,33,313,3127,2033,89
5783,110,53,7767,0,2845,6
386,385,62,4645,910,2476,23
385,8,29,2064,4391,2368,89
1310,247,56,5566,1483,2312,38
3559,264,66,6789,129,2375,218
698,127,63,6846,871,3908,23
3080,231,56,4269,2585,3696,132
1837,240,51,7044,582,2158,59
2298,311,52,4331,744,2301,21
2393,129,56,6376,3824,463,103
2594,419,26,799,2449,2816,96
1412,213,63,1046,699,686,69
523,240,53,4722,3334,35,103
2462,455,46,4839,2058,1829,23
1888,295,63,3094,2182,2211,44
1699,36,35,1973,5291,110,90
4640,177,29,1315,162,1777,23
2017,395,40,745,668,1563,23
2230,275,69,5209,6,410,168
3854,177,59,569,1986,1575,23
4847,237,55,3842,1063,890,29
2085,177,41,7342,4334,1745,88
2358,29,28,5377,2883,2230,89
2816,118,56,7438,1124,273,23
1177,385,61,4681,828,3974,69
3675,128,48,4644,2368,492,24
807,454,55,5210,1200,2457,41
4262,66,27,3964,3775,1359,106
4731,380,67,3263,2304,2769,29
5284,454,55,6894,1116,4070,42
4839,264,48,1998,1017,2102,206
5565,364,59,6626,2321,2307,79
2822,385,51,1043,2009,1437,69
1740,128,38,1455,2337,234,23
3245,231,66,1041,2301,2662,64
1774,454,41,1996,1744,2264,23
2351,129,39,157,373,3194,20
2191,177,42,315,3906,2554,77
4218,187,46,5392,2588,2621,112
5039,161,63,6377,3856,865,76
4055,443,6,1096,3343,1355,76
5225,6,35,1791,2536,1045,98
4071,167,46,4176,4887,1946,99
323,454,41,1132,1329,2240,23
3009,187,43,2076,5410,1019,83
3580,394,48,5795,2808,2831,129
1219,247,39,4206,5222,1475,109
4010,231,42,5436,6271,1481,103
5380,231,35,6916,3956,1918,92
4212,24,46,7739,3145,829,115
1399,177,69,2936,5748,1459,64
4519,264,36,1484,4929,3059,111
4188,416,44,7088,5942,3593,109
1588,120,45,7003,1716,1543,23
3802,247,66,5224,2006,264,69
2833,189,47,5199,4670,1477,106
3729,201,36,7307,4172,3993,84
4274,195,58,1227,6280,2909,99
3471,383,51,6476,3902,2192,123
5402,132,57,1088,223,454,12
914,454,30,2548,260,2449,41
2807,137,55,2276,2207,596,23
4226,192,54,3935,2800,754,104
869,110,51,3199,1518,2343,23
2127,21,64,819,1310,758,23
3277,342,48,5501,2724,957,96
5778,364,68,1446,1409,577,89
339,342,44,7355,6319,2057,85
1028,5,52,3512,889,2904,23
4710,338,64,3930,6278,2349,79
2144,342,60,4458,2003,3111,74
4258,29,56,3392,2776,3810,120
1865,264,50,2302,0,2226,23
3658,177,28,7403,4104,2327,114
2925,120,41,3455,6583,3717,80
2653,3,66,6614,2389,2992,23
5210,464,52,3570,1412,3144,24
1327,4,39,109,3651,2199,90
3049,460,46,1753,4189,2105,100
447,223,39,2539,5736,664,55
4251,29,50,3978,1749,3927,44
317,385,56,6560,3838,3195,117
4222,335,70,3672,6487,1593,25
3167,20,34,2347,5599,160,67
5161,433,27,621,2507,2200,93
3480,375,49,4885,3596,2342,90
632,129,46,5399,237,3470,2
1645,128,66,626,1939,242,23
1140,394,39,81,3756,3950,96
2217,264,63,6471,3076,2521,90
4509,398,48,3908,395,936,59
1901,264,61,3274,4485,312,95
978,177,39,5467,3989,340,84
3605,71,45,102,4664,1592,98
5443,342,44,5011,3543,2725,107
3941,19,22,3544,2226,217,29
4493,263,49,6166,4832,2862,97
2698,109,65,7194,1941,21,23
484,19,40,178,5483,3797,91
842,177,51,7393,1546,2457,23
3168,20,32,4359,5600,3491,67
1648,107,36,574,3451,2572,84
737,187,44,6565,6331,4047,95
2592,364,62,1734,2310,3323,44
3880,362,51,3910,4190,1356,114
4499,385,63,5118,1553,3078,23
3860,443,31,1950,3078,3127,89
5665,377,49,5727,3352,2789,101
2211,110,59,3863,1128,1912,23
1581,454,62,5498,1914,2064,20
2634,205,59,4487,5360,2162,69
4009,177,64,4729,4130,858,78
2083,231,59,5010,849,1887,47
3075,385,31,7444,3805,3738,141
457,177,38,3515,3580,2734,77
5159,264,69,6135,43,3871,23
2346,177,56,2597,672,3181,19
4259,37,44,319,4410,2855,165
4863,342,44,1338,1790,3263,23
1235,297,61,4134,2822,554,151
5716,342,56,822,3092,1016,100
3218,355,36,7424,5452,407,106
4423,394,54,3433,1907,1778,176
2226,254,55,6763,6213,3101,78
1862,231,37,1042,4274,1605,95
3463,357,63,6177,1665,3944,59
2342,467,58,6436,0,3318,0
3599,195,52,5180,4934,2481,87
1968,154,39,5204,5907,1770,15
1535,348,60,3077,1556,594,23
3740,443,21,7377,3549,635,91
4120,421,62,210,1071,318,64
3250,374,33,1027,5577,3833,92
3008,342,57,3318,4207,1026,122
1939,4,41,1339,1785,3206,59
2801,110,55,2403,436,786,24
2001,231,46,1658,5169,1811,96
1432,50,33,710,5461,3048,99
3883,143,71,5338,1235,3720,6
1669,295,55,6981,728,1071,222
4502,75,52,6571,2986,2478,95
4158,363,59,4612,1388,3821,34
1495,1,24,496,5923,1672,92
1196,456,28,7562,4293,3054,85
3448,120,54,6855,6438,1799,74
2868,342,53,668,5335,2119,112
2315,433,32,990,5041,3500,90
3225,68,32,7413,4369,3413,97
3179,198,42,7026,3844,1839,83
4388,187,41,5722,348,3208,23
1601,36,20,905,5886,3407,146
3554,247,46,1489,4773,3126,89
1769,177,32,3347,2497,3398,84
2219,439,38,5385,1367,2884,23
2765,187,61,2736,1618,3479,59
3844,177,38,4850,5647,2596,83
3223,177,57,7184,4380,2881,99
400,385,37,1363,4145,4053,91
3940,452,34,44,1623,527,29
4506,393,68,6619,1617,2917,59
4879,425,59,598,366,1843,43
5351,460,57,1563,246,3984,55
4632,318,68,5935,5182,2753,124
1106,296,45,4184,4400,3010,79
4956,144,29,6970,5381,2496,86
5449,180,62,22,192,3804,23
5124,189,49,7594,2344,3981,50
2515,342,39,2971,3527,2863,109
1114,29,46,855,1016,3166,23
3761,229,67,4264,856,3465,24
2164,195,54,4633,906,4095,23
5485,42,52,6534,2932,2110,146
1610,120,42,171,3082,2171,90
3040,385,42,1316,5836,1641,91
2313,177,51,2737,313,2937,20
5154,87,47,7371,1751,145,39
1228,129,17,5313,1496,3511,29
571,19,33,835,5757,1706,98
822,379,39,361,5949,4123,99
1753,195,65,6758,713,1011,49
5657,264,68,430,3486,539,101
1394,455,47,4051,820,166,29
2944,215,30,175,5993,1565,99
4169,217,51,6525,2022,1580,23
547,195,53,1765,3987,2820,109
475,342,34,6016,5639,1484,93
5609,285,60,414,4554,485,100
435,303,63,3309,3016,2447,80
4846,342,49,3196,3444,2888,142
1073,18,46,7051,6082,634,96
4774,295,59,337,566,2963,45
653,342,59,4132,6009,3255,97
2282,36,22,1139,2866,2329,85
2364,295,54,3956,1975,1763,189
3604,452,42,3004,1854,3271,39
2486,377,37,174,5758,121,101
2894,342,41,5119,3571,1500,72
1898,12,46,1460,2408,2998,126
4061,295,54,6751,1662,1268,181
4374,78,17,1991,2516,3316,83
3912,129,34,6112,529,760,23
2471,264,63,440,131,4116,51
789,122,44,2431,6277,3640,59
2904,180,68,6248,2343,4119,59
3899,394,49,5349,6406,3957,86
2197,177,12,270,4483,428,98
1215,249,46,6774,6119,633,105
341,367,49,1135,5537,2013,104
2361,134,55,1408,722,3204,23
1124,187,54,1122,2695,3250,110
5693,381,36,521,6388,3394,104
3115,253,54,2605,3376,2172,101
2619,36,59,3558,2996,1985,105
4040,342,49,48,3715,3893,104
2982,231,61,3538,629,3083,49
2059,143,65,2448,115,1114,23
1682,442,47,7061,3815,2219,99
5383,151,59,7222,0,1570,0
1881,0,42,7013,4622,685,118
3866,201,43,5859,770,2495,24
2287,342,50,2841,3713,2253,109
573,342,49,4413,3483,464,89
3892,195,56,1674,4600,641,136
3477,380,35,7033,3534,321,85
2223,132,55,4230,2726,1050,72
1782,95,35,4400,5626,3961,88
3660,367,54,4139,4760,394,102
4001,0,34,335,4574,199,136
4317,109,62,1245,1794,2620,23
3123,187,61,42,2395,3118,29
320,194,59,548,2364,872,29
1657,383,39,4745,5632,2132,91
2717,134,68,4570,1608,3984,22
2973,393,53,5659,938,2444,49
4087,121,66,4597,1535,2561,82
4734,426,63,6017,2171,3787,47
2799,139,64,5741,176,3079,22
4510,342,44,7781,4335,546,91
4588,114,43,206,2381,3871,21
4022,338,65,6337,6404,601,104
723,216,41,1449,4194,1959,88
1183,187,49,564,5531,2712,99
4907,433,52,1429,4958,1424,136
4610,177,32,353,3004,1923,79
672,318,48,2196,6797,1370,96
2320,153,44,5276,1828,3095,22
2697,123,54,5520,284,2749,22
1984,456,70,4581,914,3199,23
2176,443,31,5426,2424,1427,84
4531,425,54,173,892,473,23
3721,188,40,7544,3142,140,102
1175,107,46,2740,82,279,22
3754,37,52,1163,2438,1868,114
1605,264,52,3098,1824,258,41
1266,250,49,5464,1027,2928,44
2964,120,52,5613,913,1272,23
5465,295,47,6750,1660,3070,173
1212,284,55,3933,5318,2561,91
1499,29,43,2114,3877,4026,86
2543,177,69,4396,971,1940,186
4559,25,38,4538,3927,2167,107
5535,340,66,1213,5118,142,99
5034,248,55,6282,4869,2699,93
2013,447,53,4679,911,3487,23
3465,97,19,4811,4748,53,90
4320,264,43,5303,1895,3885,24
1522,152,53,2157,198,2609,23
2071,476,42,7441,2075,3496,9
2518,177,59,2092,2071,1753,14
1312,247,53,5335,682,2366,39
1012,107,70,4062,1480,3827,23
1528,295,45,3106,5585,1039,87
1289,297,51,4164,5754,1833,88
4431,394,50,7686,3408,975,52
2215,394,29,5771,6081,2020,125
3688,385,49,323,240,3515,39
4980,169,41,6364,6707,1359,93
2442,177,51,3773,3932,1159,74
2179,290,67,2392,6475,163,68
4402,87,58,1595,2328,3730,89
3583,189,65,6804,835,2959,59
5059,444,50,5996,3647,52,165
888,177,66,2535,4939,4048,66
5734,120,52,6549,4779,1229,111
5195,394,58,1655,883,179,23
2771,82,54,2120,3513,2041,80
1513,342,56,6908,3204,2331,98
2051,177,30,3582,5759,572,87
1836,264,61,2018,5767,282,91
3246,109,38,6232,941,2868,24
4635,177,42,4812,4469,1898,86
4708,273,62,489,6230,2897,88
2499,250,60,651,1676,145,49
3144,177,67,2460,1344,3908,23
2437,231,51,3652,2335,4024,69
4653,342,49,7014,6150,1390,104
1672,87,43,156,5075,1681,114
4345,464,26,1057,2385,1903,23
5637,282,57,2053,4376,3518,119
1965,318,54,6744,3040,341,99
2252,374,26,1237,2918,2019,79
4146,29,22,7029,6545,3909,105
2194,385,56,1344,5025,1052,112
425,385,38,2296,5125,3886,87
4645,394,42,3344,4114,2976,87
1897,46,33,6821,6468,1201,94
3334,342,20,1970,5017,1032,135
3348,383,54,1352,2333,1713,59
1973,132,50,6775,1541,207,23
3062,338,61,4005,1560,770,29
5466,385,51,5101,3123,1650,129
5269,109,58,4074,874,3838,23
4508,231,39,7317,2805,798,85
514,158,59,3759,391,2766,23
2204,153,50,2161,1371,1411,22
2027,107,56,3514,642,380,21
2905,394,60,813,1380,3053,59
3894,338,62,3472,2163,3787,34
1356,195,41,1267,6118,4019,98
2596,342,41,1211,1723,1255,49
4075,454,53,5499,1913,359,23
4899,357,41,1179,2862,3932,94
2074,109,35,3862,6400,2461,90
749,127,51,6842,867,3482,23
2775,263,38,6078,1425,2717,23
5314,389,58,1903,3813,1616,103
4000,446,61,3666,74,607,23
1265,290,59,5553,1362,657,23
5806,342,37,3521,4243,1522,92
5584,310,55,3283,1835,294,29
2294,239,39,2444,552,3146,23
2305,443,17,608,3904,1141,86
4404,318,58,7202,881,3323,23
805,377,43,1874,4333,2494,94
1978,22,32,2046,6128,2229,103
984,129,54,485,1903,2078,95
3921,107,45,83,1320,3221,23
1190,177,50,2748,2832,3364,97
1802,377,53,5427,3412,4002,94
3861,29,53,4898,700,3294,23
2446,342,51,94,4632,2656,86
3713,110,33,5215,757,3125,29
1639,342,32,6386,347,3252,39
3131,91,60,7275,5065,578,132
2057,107,64,3517,110,446,23
3816,4,40,1242,3839,996,104
4606,195,59,4085,1690,561,32
717,295,56,736,6267,3304,94
5078,338,59,6105,1059,273,23
1654,342,47,1349,2959,3739,83
3430,284,62,435,3660,2382,110
2916,295,66,3447,2957,575,108
371,187,43,6929,3621,1906,104
629,231,60,4997,1396,3798,54
2540,222,39,5926,2642,3952,117
359,394,47,65,3624,104,134
4329,45,23,3073,5945,83,87
1283,231,21,5965,5449,183,101
1595,454,40,5696,2028,3978,23
5156,385,42,2990,3450,3807,108
5388,166,55,3985,1333,1150,49
2777,154,55,4235,1505,3781,46
4749,187,50,7478,4303,507,88
4574,342,54,454,5220,2458,98
3970,433,22,1593,5015,3802,72
1298,310,51,2655,1015,3714,23
4206,109,30,387,377,941,23
2416,195,41,5400,6168,2667,92
4343,338,41,276,6828,458,95
2889,187,48,6225,6566,1491,110
1430,100,52,1982,2020,3657,44
2297,177,37,17,1019,821,29
1363,385,55,1126,3002,1777,114
2151,120,40,7490,2082,794,24
4137,74,65,98,1675,1134,19
2665,188,47,1395,5083,2609,89
4870,369,40,3160,6325,3002,94
1385,443,27,92,5195,2117,80
2259,394,20,4349,3066,3028,82
1084,147,52,3286,1275,85,23
4912,264,58,2033,4395,3264,102
2396,394,34,5879,2590,957,96
5358,318,47,38,6835,2531,83
4400,264,55,3541,3916,2773,93
2370,169,51,2215,6713,438,83
2735,290,43,2806,6521,3983,95
1005,309,65,3191,1936,2367,29
1041,164,45,1769,4685,3512,130
3237,187,39,4481,3122,3949,113
3041,110,57,4735,1262,2439,25
1925,342,35,6359,4267,1007,104
1612,240,39,1567,3446,2001,99
2895,371,47,7320,5743,1374,124
1710,285,61,3214,5914,1127,186
885,295,51,6957,3482,3307,85
1086,155,49,1760,3553,1301,8
3031,122,49,6155,1024,1643,23
2739,456,65,1108,1951,3645,23
3336,264,60,3296,3999,2392,84
1498,371,47,1256,435,2449,49
3586,237,71,2445,1720,1982,29
2700,187,54,7712,5060,414,109
5624,385,60,4390,1070,1227,59
3470,342,52,2983,1491,3861,23
592,385,54,4311,193,368,23
2234,192,38,1369,3383,3665,106
3641,195,69,15,1395,1015,34
3148,230,56,4564,1206,2032,22
1057,342,45,2963,3619,1767,95
1696,5,54,6261,5669,948,156
3392,264,38,4959,3351,3496,82
1565,295,57,5445,0,762,44
3147,109,60,7738,968,1187,23
3785,342,50,2027,1055,4091,19
5798,454,53,1876,780,1167,51
3210,107,44,236,4631,1305,109
756,281,64,6770,1,1769,58
3676,177,44,2344,6154,514,120
1350,385,26,4849,2567,3501,80
2167,342,60,6562,1981,3959,23
5319,264,51,5917,4079,2597,114
1287,208,59,1399,3217,2083,24
4153,231,56,1479,2312,2823,23
3654,400,44,1202,5435,942,93
3063,399,52,4748,1408,3167,29
743,264,54,734,54,3404,23
900,180,53,4573,836,3193,23
982,195,38,2059,5384,2454,96
4585,390,55,4254,1257,339,34
4209,479,58,5861,2317,1256,22
5033,153,42,6700,458,2453,22
3936,481,39,5466,4284,2501,84
4717,454,58,5966,972,4071,23
1276,454,50,2865,1267,1856,23
611,177,13,6853,2580,4046,56
3689,264,52,5084,6551,646,91
2679,371,19,5712,5899,135,89
5769,342,49,113,503,4108,23
3283,120,34,2000,2230,3900,23
465,250,54,265,4322,1150,99
5410,110,49,4272,1853,3028,22
