MOVIES,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,primera_letra
Hardy Bucks,"
Comedy            ",8.3,"
Four lads from Ireland wanting nothing but good craic.","
            
    Stars:
Owen Colgan, 
Chris Tordoff, 
Tom Kilgallon, 
Tommy Miller
",773,30.0,H
Namjachingoo,"
Drama, Romance            ",7.2,"
Brought together by fate, a woman who seems to have everything and a young man who seems to have nothing decides to give up an ordinary life to be together.","
            
    Stars:
Park Bo-Gum, 
Song Hye-Kyo, 
Sun-Young Kwak, 
Seung-jo Jang
",940,60.0,N
Merry Happy Whatever,"
Comedy            ",6.3,"
A strong-willed patriarch must balance the demands of his complicated family with the stress of the Christmas season when his youngest daughter comes home for the holidays with a new boyfriend.","
            
    Stars:
Dennis Quaid, 
Bridgit Mendler, 
Brent Morin, 
Ashley Tisdale
",4010,26.0,M
Il Divin Codino,"
Biography, Drama, Sport            ",6.1,"
Biographical film about Italian footballer Roberto Baggio, a man who inspired entire generations to play football. A unique footballer, capable of thrilling fans all over the world.","
    Director:
Letizia Lamartire
| 
    Stars:
Andrea Arcangeli, 
Valentina Bellè, 
Thomas Trabacchi, 
Andrea Pennacchi
",3523,91.0,I
Jonas,"
Drama, Mystery, Romance            ",7,"
Two moments of Jonas's life intertwine, each reflecting the other: in 1995, when he was a secretive teenager, and 18 years later, as an attractive and impulsive thirty-something looking for balance in his life.","
    Director:
Christophe Charrier
| 
    Stars:
Félix Maritaud, 
Nicolas Bauwens, 
Tommy-Lee Baïk, 
Aure Atika
",4948,82.0,J
If Anything Happens I Love You,"
Animation, Short, Drama            ",7.8,"
In the aftermath of tragedy, two grieving parents journey through an emotional void as they mourn the loss of a child.","
    Directors:
Michael Govier, 
Will McCormack
",13086,13.0,I
Hanyô no Yashahime,"
Animation, Action, Adventure            ",7.2,"
An adventure following Sesshomaru's half-demon twin daughters, Towa and Setsuna, as they discover the mysteries of their past along with Moroha, the daughter of Inuyasha and Kagome.","
            
    Stars:
Sara Matsumoto, 
Mikako Komatsu, 
Kira Buckland, 
Erica Mendez
",705,24.0,H
Home for Christmas,"
Comedy, Drama, Romance            ",7.7,"
The constant comments on single life of 30 year old Johanne and society's expectations of the perfect family Christmas finally gets to her. Johanne starts a 24 day hunt for a partner to bring home for Christmas.","
            
    Stars:
Ida Elise Broch, 
Gabrielle Leithaug, 
Hege Schøyen, 
Dennis Storhøi
",11139,29.0,H
Marseille,"
Drama            ",6.9,"
A tale of power, corruption and redemption set against the rich backdrop of the French port city of Marseille.","
            
    Stars:
Karen Strassman, 
Anne Yatco, 
Gérard Depardieu, 
Benoît Magimel
",4830,41.0,M
Jenni Rivera: Mariposa de Barrio,"
Drama, Musical            ",7.3,"
The inspiring and poignant story will follow in the footsteps of Jenni Rivera towards a dream of fame; An autobiographical journey from birth, based on her book ""Unbreakable"", as well as ...                See full summary »
","
            
    Stars:
Gabriel Porras, 
Rosalinda Rodríguez, 
Angélica Celaya, 
Adrian Carvajal
",211,45.0,J
Historia de un crimen: Colmenares,"
Crime            ",7.3,"
After going to a Halloween party, college student Luis Andrés Colmenares is found dead. Was it an accident or murder? Inspired by true events.","
            
    Stars:
Ernesto Campos, 
Carlos Carvajal, 
Camila Jurado, 
Fabiana Medina
",735,24.0,H
My Perfect Landing,"
Family            ",6.3,"
My Perfect Landing follows a family of gymnasts through their struggles of dealing with a life-changing move from Miami to Toronto, Canada.","
            
    Stars:
Morgan Wigle, 
Tom Hulshof, 
Helena Marie, 
Shawn Thompson
",131,24.0,M
Legado en los huesos,"
Crime, Thriller            ",6.3,"
Inspector Amaia Salazar returns to the Baztán's valley for a new case. And this time even the most beloved for her will not be safe.","
    Director:
Fernando González Molina
| 
    Stars:
Marta Etura, 
Nene, 
Leonardo Sbaraglia, 
Francesc Orella
",7865,121.0,L
Inside the World's Toughest Prisons,"
Documentary            ",7.1,"
Imagine being in jail. Now imagine living in a foreign country. Scary? Paul Connelly takes you inside these jails. He shows what living conditions are for the inmates, as well as the guards. You'll never look at prison the same.","
            
    Stars:
Raphael Rowe, 
Paul Connelly, 
Robin
",2457,47.0,I
Higurashi: When They Cry - GOU,"
Animation, Drama, Horror            ",7.1,"
Keiichi Maebara is in his new home in the peaceful Hinamizawa village, making friends with girls from school. He's here for a big festival. But something about this town seems off, with that fear what dark secrets can this small town hide?","
            
    Stars:
Sôichirô Hoshi, 
Yukari Tamura, 
Mai Nakahara, 
Khoi Dao
",356,24.0,H
Mobeomhyungsa,"
Action, Drama, Mystery            ",7.5,"
A drama about the race between people who want to get closer to the truth and those who want to cover it up.","
            
    Stars:
Son Hyeon-ju, 
Seung-jo Jang, 
Elliya Lee, 
Seung-Hyeon Ji
",488,60.0,M
Midnight at the Magnolia,"
Comedy, Romance            ",5.8,"
Longtime friends and local radio hosts Maggie and Jack fake it as a couple for their families and listeners in hopes of getting their show syndicated.","
    Director:
Max McGuire
| 
    Stars:
Natalie Hall, 
Evan Williams, 
John Andrews, 
Alison Brooks
",4392,87.0,M
Love on the Spectrum,"
Documentary, Reality-TV, Romance            ",8.5,"
A four-part documentary series following young adults on the autism spectrum as they explore the unpredictable world of love, dating and relationships.","
            
    Stars:
Michael Theo, 
Kelvin Wong, 
Mark Radburn, 
Chloe Hatch
",3333,24.0,L
Ju-on: Origins,"
Drama, Horror, Mystery            ",6.1,"
Honjo Haruka is a rookie actress. She hears the sounds of footsteps at night in her house. When she learns of psychic researcher Odajima Yasuo from a TV variety program, she seeks counseling from him about her problem.","
            
    Stars:
Yoshiyoshi Arakawa, 
Yuina Kuroshima, 
Seiko Iwaidô, 
Dorah Fine
",3932,30.0,J
Mercy,"
Drama, Mystery, Thriller            ",4.2,"
When four estranged brothers return home to say their last goodbye to their dying mother, Grace, hidden motivations reveal themselves.","
    Director:
Chris Sparling
| 
    Stars:
James Wolk, 
Tom Lipinski, 
Caitlin FitzGerald, 
Mike Donovan
",3165,90.0,M
Kiss the Ground,"
Documentary            ",8.3,"
A revolutionary group of activists, scientists, farmers, and politicians band together in a global movement of ""Regenerative Agriculture"" that could balance our climate, replenish our vast water supplies, and feed the world","
    Directors:
Joshua Tickell, 
Rebecca Harrell Tickell
| 
    Stars:
Woody Harrelson, 
Ray Archuleta, 
John Wick, 
Kristin Ohlson
",5736,84.0,K
Habaekui Shinboo,"
Fantasy, Romance            ",6.9,"
The Water God Habaek visits earth to fulfill his mission with the help of his servant in the human world, named psychiatrist Yoon So Ah, whose ancestor have promised to serve The Water God ...                See full summary »
","
            
    Stars:
Nam Joo-Hyuk, 
Ju-hwan Lim, 
Kyu Sun Park, 
Shin Se-Kyung
",1921,70.0,H
Misaeng,"
Drama            ",8.6,"
This a Drama series about a group of co-workers in their twenties who started their job at a big multinational company. This is a story about their everyday life, about their journey each day at the office.","
            
    Stars:
Si-wan Yim, 
Lee Sung-min, 
Kang So-ra, 
Kang Ha-Neul
",1509,60.0,M
Mr. Roosevelt,"
Comedy            ",6.3,"
After a loved one falls ill, 25 year old struggling comedian Emily Martin returns to her college town of Austin, Texas and must come to terms with her past while staying with her ex-boyfriend and his new girlfriend.","
    Director:
Noël Wells
| 
    Stars:
Noël Wells, 
Nick Thune, 
Britt Lower, 
Daniella Pineda
",3033,90.0,M
Mystery Science Theater 3000: The Return,"
Comedy, Drama, Horror            ",8,"
Kinga Forrester continues the B-movie watching experiments of her father and grandmother on a new test subject aboard the Satellite Of Love.","
            
    Stars:
Felicia Day, 
Patton Oswalt, 
Jonah Ray, 
Baron Vaughn
",3405,90.0,M
Iris,"
Drama, Thriller            ",6.1,"
Iris, young wife of a banker, disappears in Paris. Maybe a mechanic with many debts is involved in the strange affair. A really complicated job for the police.","
    Director:
Jalil Lespert
| 
    Stars:
Romain Duris, 
Charlotte Le Bon, 
Jalil Lespert, 
Camille Cottin
",3831,99.0,I
Marlon,"
Comedy            ",7.1,"
A loving but immature father with a larger-than-life personality is committed to co-parenting his two kids with his very-together ex-wife. For Marlon, family always comes first--even if he's the biggest kid of all.","
            
    Stars:
Marlon Wayans, 
Essence Atkins, 
Bresha Webb, 
Diallo Riddle
",3738,22.0,M
La Corazonada,"
Crime, Thriller            ",5.4,"
Pipa begins her career as a police detective alongside her mentor, the controversial detective Francisco Juánez. Together they must solve the violent murder of a 19-year-old girl.","
    Director:
Alejandro Montiel
| 
    Stars:
Luisana Lopilato, 
Joaquín Furriel, 
Rafael Ferro, 
Maite Lanata
",2361,116.0,L
Hou lai de wo men,"
Drama, Romance            ",7.4,"
During the hectic chunyun period, 2 strangers traveling home meet on the train.","
    Director:
Rene Liu
| 
    Stars:
Boran Jing, 
Dongyu Zhou, 
Zhuangzhuang Tian, 
Zheming Qu
",3425,120.0,H
Mascots,"
Comedy            ",5.8,"
A look into the world of competitive mascots.","
    Director:
Christopher Guest
| 
    Stars:
Zach Woods, 
Wayne Wilderson, 
Sarah Baker, 
Michael Hitchcock
",6973,89.0,M
Nobel,"
Drama, Thriller, War            ",8.1,"
In NOBEL, two stories carefully intertwine as a returning soldier and family man becomes a pawn in a political international game. As the stakes grow higher he is forced to discover just how far one should go in the name of peace.","
            
    Stars:
Aksel Hennie, 
Atheer Adel, 
Mohammad-Ali Behboudi, 
Danica Curcic
",6041,45.0,N
Life in Colour,"
Documentary            ",8.3,"
Exploring the many ways animals use colour throughout their lives.","
            
    Stars:
David Attenborough, 
Joerg Wiedenmann
",2173,59.0,L
How to Plan an Orgy in a Small Town,"
Comedy, Drama            ",5.5,"
When ""town slut"" turned sex columnist Cassie Cranston returns for her mother's funeral it spices things up in the small town of Beaver's Ridge when a group of eccentric town folk, each with their own motives, convince her to plan an orgy.","
    Director:
Jeremy LaLonde
| 
    Stars:
Jewel Staite, 
Ennis Esmer, 
Lauren Lee Smith, 
Katharine Isabelle
",3172,101.0,H
Kidou Senshi Gundam: Tekketsu no Orphans,"
Animation, Action, Drama            ",7.9,"
300 years after the Calamity War, a ragtag group of freedom fighters and an ancient Mobile Suit rise to the call for justice, once and for all.","
            
    Stars:
Bill Rogers, 
Adin Rudd, 
Jennifer Alyx, 
Sean Finkle
",1382,24.0,K
"Money, Explained","
Documentary            ",6.9,"
We spend it, borrow it and save it. Now let's talk about money and its many minefields, from credit cards to casinos, scammers to student loans.","
            
    Stars:
Hal Hershfield, 
Maria Konnikova, 
Bobby Cannavale, 
Edie Falco
",1451,23.0,M
Hot Bot,"
Comedy, Sci-Fi            ",3.4,"
Hot Bot is the hilarious journey of two sexually repressed and unpopular teenage geeks who accidentally discover a life-like super-model sex bot (Bardot).","
    Director:
Michael Polish
| 
    Stars:
Zack Pearlman, 
Doug Haley, 
Cynthia Kirchner, 
David Shackelford
",3581,86.0,H
La dictadura perfecta,"
Comedy, Drama            ",7.2,"
TV MX, the most powerful Mexican Television Corporation, discloses a scandalous story involving Governor Carmelo Vargas in serious crimes and illicit business. Worried about his political ...                See full summary »
","
    Director:
Luis Estrada
| 
    Stars:
Damián Alcázar, 
Alfonso Herrera, 
Joaquín Cosio, 
Osvaldo Benavides
",4902,143.0,L
Jack Whitehall: Travels with My Father,"
Documentary, Comedy            ",7.7,"
Follows Jack Whitehall as he embarks on the trip of a lifetime with his father, Michael. The two set off on a journey across South East Asia to partake in a series of adventures, mishaps and escapades with two very different perspectives.","
            
    Stars:
Jack Whitehall, 
Michael Whitehall, 
Hilary Whitehall, 
Steven Seagal
",4249,30.0,J
Lady Driver,"
Sport            ",5.9,"
When a rebellious teen embarks on a solo summer journey to connect with her roots, she finds herself in a new world, geared up for the ride of her life, and discovers she had the drive in her all along.","
    Director:
Shaun Paul Piccinino
| 
    Stars:
Grace Van Dien, 
Sean Patrick Flanery, 
Christina Moore, 
Casper Van Dien
",1115,104.0,L
Intramural,"
Comedy, Sport            ",4.4,"
With marriage, graduation, and the real world looming on the horizon, fifth year senior Caleb Fuller reassembles the ol' team of misfits for one last epic run in Intramural football.","
    Director:
Andrew Disney
| 
    Stars:
Jake Lacy, 
Nikki Reed, 
Kate McKinnon, 
Beck Bennett
",1411,100.0,I
Lady Dynamite,"
Comedy            ",7.4,"
Series is based on what Maria has accepted to be ""her life."" The occasionally surreal episodes, refracted across multiple periods of the actor/comedian's life, tell the story of a woman who loses - and then finds - herself.","
            
    Stars:
Maria Bamford, 
Fred Melamed, 
Mary Kay Place, 
Ana Gasteyer
",3414,30.0,L
Je ne suis pas un homme facile,"
Comedy            ",6.3,"
A shameless chauvinist gets a taste of his own medicine when he wakes up in a world dominated by women and locks horns with a powerful female author.","
    Director:
Eléonore Pourriat
| 
    Stars:
Vincent Elbaz, 
Marie-Sophie Ferdane, 
Pierre Benezit, 
Blanche Gardin
",13208,98.0,J
