MOVIES,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,primera_letra
Chef's Table,"
Documentary            ",8.5,"
Chef's Table goes inside the lives and kitchens of six of the world's most renowned international chefs. Each episode focuses on a single chef and their unique look at their lives, talents and passion from their piece of culinary heaven.","
            
    Stars:
Dan Barber, 
Massimo Bottura, 
Bill Buford, 
Lara Gilmore
",14082,50.0,C
First They Killed My Father,"
Biography, Drama, History            ",7.2,"
Cambodian author and human rights activist Loung Ung recounts the horrors she suffered as a child under the rule of the deadly Khmer Rouge.","
    Director:
Angelina Jolie
| 
    Stars:
Sareum Srey Moch, 
Phoeung Kompheak, 
Sveng Socheata, 
Mun Kimhak
",16871,136.0,F
Extracurricular,"
Crime, Drama            ",7.7,"
A model high school student who's steeped in a world of serious crime finds his double life upended when a classmate takes an interest in his secret.","
            
    Stars:
Kim Dong-Hee, 
Park Joo-Hyun, 
Da-bin Jung, 
Nam Yoon-Su
",3538,50.0,E
Carmen Sandiego,"
Animation, Action, Adventure            ",7.9,"
The adventures of Carmen Sandiego, a globe-hopping master thief.","
            
    Stars:
Finn Wolfhard, 
Gina Rodriguez, 
Liam O'Brien, 
Abby Trott
",4796,22.0,C
Bo Burnham: Make Happy,"
Comedy, Music            ",8.4,"
Bo Burnham tackles life, death, sexuality, hypocrisy, mental illness and Pringles cans in his dazzling new stand-up special.","
    Directors:
Bo Burnham, 
Christopher Storer
| 
    Star:
Bo Burnham
",12350,60.0,B
A Babysitter's Guide to Monster Hunting,"
Comedy, Family, Fantasy            ",5.4,"
A babysitter embarks on a mission to save a child who's been abducted by monsters.","
    Director:
Rachel Talalay
| 
    Stars:
Tamara Smart, 
Oona Laurence, 
Tom Felton, 
Troy Leigh-Anne Johnson
",3434,98.0,A
Arbitrage,"
Drama, Thriller            ",6.6,"
A troubled hedge fund magnate desperate to complete the sale of his trading empire makes an error that forces him to turn to an unlikely person for help.","
    Director:
Nicholas Jarecki
| 
    Stars:
Richard Gere, 
Susan Sarandon, 
Brit Marling, 
Tim Roth
",51051,107.0,A
A Suitable Boy,"
Drama, Romance            ",5.7,"
A vast, panoramic tale charting the fortunes of four large families and exploring India and its rich and varied culture at a crucial point in its history.","
            
    Stars:
Tanya Maniktala, 
Ishaan Khattar, 
Mahira Kakkar, 
Danesh Razvi
",4567,60.0,A
Champions,"
Comedy            ",6.1,"
Vince is forced to re-think his laid-back lifestyle following an unexpected visit.","
            
    Stars:
Anders Holm, 
Fortune Feimster, 
Andy Favreau, 
Josie Totah
",3361,30.0,C
Ask-i Memnu,"
Drama, Romance            ",7.4,"
Having lost his wife eleven years ago, Adnan devoted all his attention to his daughter Nihal and his son Bülent. Adnan, who lives in one of the most prominent mansions along the Bosporus in...                See full summary »
","
            
    Stars:
Beren Saat, 
Kivanç Tatlitug, 
Nebahat Çehre, 
Hazal Kaya
",12276,90.0,A
Gedo senki,"
Animation, Adventure, Fantasy            ",6.4,"
In a mythical land, a man and a young boy investigate a series of unusual occurrences.","
    Director:
Gorô Miyazaki
| 
    Stars:
Timothy Dalton, 
Willem Dafoe, 
Mariska Hargitay, 
Jun'ichi Okada
",37082,115.0,G
Gekijouban Bishoujo Senshi Sailor Moon Eternal,"
Animation, Action, Adventure            ",7.1,"
When a dark power enshrouds the Earth after a total solar eclipse, the scattered Sailor Guardians must reunite to bring light back into the world.","
    Director:
Chiaki Kon
| 
    Stars:
Kotono Mitsuishi, 
Stephanie Sheh, 
Kate Higgins, 
Cristina Valenzuela
",932,160.0,G
Beirut,"
Action, Crime, Drama            ",6.5,"
Caught in the crossfires of civil war, CIA operatives must send a former U.S. diplomat to negotiate for the life of a friend he left behind.","
    Director:
Brad Anderson
| 
    Stars:
Jon Hamm, 
Jay Potter, 
Khalid Benchagra, 
Ania Josse
",20085,110.0,B
An Interview with God,"
Drama, Mystery            ",5.8,"
An up-and-coming journalist finds his world and faith increasingly challenged when he's granted the interview of a lifetime - with someone who claims to be God.","
    Director:
Perry Lang
| 
    Stars:
David Strathairn, 
Brenton Thwaites, 
Yael Grobglas, 
Charlbi Dean
",3470,97.0,A
Article 15,"
Crime, Drama, Mystery            ",8.2,"
In the rural heartlands of India, an upright police officer sets out on a crusade against violent caste-based crimes and discrimination.","
    Director:
Anubhav Sinha
| 
    Stars:
Ayushmann Khurrana, 
Nassar, 
Manoj Pahwa, 
Kumud Mishra
",26537,130.0,A
Degrassi: Next Class,"
Drama, Romance            ",6.9,"
Degrassi: Next Class follows the lives of the students from Degrassi Community School, a fictional high school in Toronto.","
            
    Stars:
Na'ku'set Gould, 
Amanda Arcuri, 
Sara Waisglass, 
Ehren Kassam
",2876,30.0,D
El ministerio del tiempo,"
Adventure, Comedy, Fantasy            ",8.2,"
A warrior from the 16th Century, the first female university student from the 19th Century, and a paramedic from the 21st Century join a secret agency to prevent people from changing Spanish history using time-traveling doors.","
            
    Stars:
Cayetana Guillén Cuervo, 
Juan Gea, 
Francesca Piñón, 
Jaime Blanch
",4623,70.0,E
Girlboss,"
Comedy            ",7,"
Sophia, a misfit, discovers a passion for fashion, becoming an unlikely businesswoman in the process. As her business grows, however, she has to learn to cope with life as her own boss. This show is loosely based on the true story of Nasty Gal Founder, Sophia Amoruso.","
            
    Stars:
Britt Robertson, 
Ellie Reed, 
Johnny Simmons, 
Alphonso McAuley
",16285,26.0,G
De nærmeste,"
Drama            ",5.6,"
Two half-siblings who grew up apart, meet for the first time as adults and fall in love.","
    Director:
Anne Sewitsky
| 
    Stars:
Ine Marie Wilmann, 
Simon J. Berger, 
Anneke von der Lippe, 
Silje Storstein
",1192,106.0,D
Arifureta Shokugyou de Sekai Saikyou,"
Animation, Action, Adventure            ",7,"
Seventeen-year-old Hajime Nagumo is your average, everyday otaku. However, his simple life of pulling all-nighters and sleeping in school is suddenly turned upside down when he, along with ...                See full summary »
","
            
    Stars:
Tia Lynn Ballard, 
Matt Shipman, 
AmaLee, 
Patrick Seitz
",1613,23.0,A
A Man for All Seasons,"
Biography, Drama, History            ",7.7,"
The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.","
    Director:
Fred Zinnemann
| 
    Stars:
Paul Scofield, 
Wendy Hiller, 
Robert Shaw, 
Leo McKern
",32729,120.0,A
Grand Designs,"
Documentary            ",8.5,"
Kevin McCloud follows people as they build their dream house, often focusing on modern design, energy efficiency, maximizing space and views.","
            
    Stars:
Kevin McCloud, 
Jeremy Till, 
Robert Gaukroger, 
Deborah Sheridan-Taylor
",2855,50.0,G
Evil Genius: The True Story of America's Most Diabolical Bank Heist,"
Documentary, Crime            ",7.5,"
The extraordinary story of the ""pizza bomber heist"" and the FBI's investigation into a bizarre collection of suspects.","
            
    Stars:
Trey Borzillieri, 
Jerry Clark, 
Jason Wick, 
Lamont King
",25186,192.0,E
Alex Strangelove,"
Comedy, Drama, Romance            ",6.3,"
Alex, high school class president, nerd and a straight A student, has been dating Claire a long time. They decide to sleep together but then he meets a gay guy and he's confused.","
    Director:
Craig Johnson
| 
    Stars:
Michael Abela, 
Brendan Archer, 
Joshua Barragan, 
Kai Wes
",15972,99.0,A
Down to Earth with Zac Efron,"
Documentary, Short, History            ",8.1,"
In this travel show, actor Zac Efron journeys around the world with wellness expert Darin Olien in search of healthy, sustainable ways to live.","
            
    Stars:
Zac Efron, 
Darin Olien, 
Carmen Yulín Cruz, 
Anna Kendrick
",5754,24.0,D
Big Game,"
Action, Adventure            ",5.4,"
A young teenager camping in the woods helps rescue the President of the United States when Air Force One is shot down near his campsite.","
    Director:
Jalmari Helander
| 
    Stars:
Samuel L. Jackson, 
Onni Tommila, 
Ray Stevenson, 
Victor Garber
",31914,90.0,B
Clinical,"
Horror, Thriller            ",5.1,"
A psychiatrist tries to put her life back together after a violent attack by seeking to repair the life of a new patient, but he has his own terrifying history.","
    Director:
Alistair Legrand
| 
    Stars:
Vinessa Shaw, 
Kevin Rahm, 
India Eisley, 
Aaron Stanford
",7392,104.0,C
D-Tox,"
Crime, Thriller            ",5.3,"
A lead detective being stalked by a serial killer is asked to check into a clinic treating law enforcement officials who can't face their jobs.","
    Director:
Jim Gillespie
| 
    Stars:
Sylvester Stallone, 
Charles S. Dutton, 
Polly Walker, 
Kris Kristofferson
",25639,96.0,D
Down a Dark Hall,"
Drama, Fantasy, Horror            ",5.1,"
A troubled teen named Kit Gordy is forced to join the exclusive Blackwood Boarding School, just to find herself trapped by dark forces around its mysterious headmistress, Madame Duret.","
    Director:
Rodrigo Cortés
| 
    Stars:
AnnaSophia Robb, 
Uma Thurman, 
Isabelle Fuhrman, 
Victoria Moroles
",12631,96.0,D
Clarence,"
Animation, Short, Adventure            ",6.6,"
The adventures of a 4th grader named Clarence along with his two best friends, Sumo and Jeff.","
            
    Stars:
Spencer Rothbell, 
Katie Crown, 
Tom Kenny, 
Sean Giambrone
",7736,23.0,C
Fyre,"
Documentary, Crime, Music            ",7.2,"
An exclusive behind the scenes look at the infamous unraveling of the Fyre music festival.","
    Director:
Chris Smith
| 
    Stars:
Billy McFarland, 
Jason Bell, 
Gabrielle Bluestone, 
Shiyuan Deng
",39575,97.0,F
El bar,"
Comedy, Horror, Thriller            ",6.3,"
In bustling downtown Madrid, a loud gunshot and two mysterious deaths trap a motley assortment of common urbanites in a decrepit central bar, while paranoia and suspicion force the terrified regulars to turn on each other.","
    Director:
Álex de la Iglesia
| 
    Stars:
Blanca Suárez, 
Mario Casas, 
Carmen Machi, 
Secun de la Rosa
",24421,102.0,E
Black Earth Rising,"
Thriller            ",7.5,"
Kate is a survivor of the Rwandan genocide whose adoptive mother, an international lawyer, faces a case that will shake their lives.","
            
    Stars:
John Goodman, 
Michaela Coel, 
Noma Dumezweni, 
Lucian Msamati
",4361,60.0,B
Death to 2020,"
Comedy            ",6.8,"
Take a look back at the mad glory of the year 2020 in this comedic retrospective.","
    Directors:
Al Campbell, 
Alice Mathias
| 
    Stars:
Samuel L. Jackson, 
Hugh Grant, 
Lisa Kudrow, 
Kumail Nanjiani
",34649,70.0,D
Green Eggs and Ham,"
Animation, Short, Adventure            ",8.2,"
An animated series based on the popular Dr. Seuss story ""Green Eggs and Ham.""","
            
    Stars:
Michael Douglas, 
Adam Devine, 
Ilana Glazer, 
Diane Keaton
",2030,26.0,G
A United Kingdom,"
Biography, Drama, History            ",6.9,"
The story of King Seretse Khama of Botswana and how his loving but controversial marriage to a British white woman, Ruth Williams, put his kingdom into political and diplomatic turmoil.","
    Director:
Amma Asante
| 
    Stars:
David Oyelowo, 
Rosamund Pike, 
Tom Felton, 
Jack Davenport
",15365,111.0,A
Christmas in the Wild,"
Comedy, Drama, Romance            ",6.1,"
Jilted by her husband on the eve of embarking on an African safari, a woman travels to the continent alone where she meets an elephant conservationist.","
    Director:
Ernie Barbarash
| 
    Stars:
Rob Lowe, 
Kristin Davis, 
Fezile Mpela, 
John Owen Lowe
",13005,85.0,C
Curon,"
Drama, Fantasy, Horror            ",5.8,"
A woman returns to her childhood home in northern Italy, which triggers terrifying hauntings.","
            
    Stars:
Luca Lionello, 
Federico Russo, 
Margherita Morchio, 
Anna Ferzetti
",3586,24.0,C
Falsa Identidad,"
Crime, Drama, Thriller            ",7.2,"
Diego is a hustler and is forced to leave the country and he goes to live in the US. Camila, a mother of two children vanishes with a new identity. Diego, Camila, and her kids are paired up as they cross the border as a family.","
            
    Stars:
Luis Ernesto Franco, 
Samadhi Zendejas, 
Eduardo Yáñez, 
Barbie Casillas
",262,24.0,F
Flight 7500,"
Drama, Horror, Sci-Fi            ",4.8,"
Flight 7500 departs Los Angeles International Airport bound for Tokyo. As the overnight flight makes its way over the Pacific Ocean during its ten-hour course, the passengers encounter what appears to be a supernatural force in the cabin.","
    Director:
Takashi Shimizu
| 
    Stars:
Leslie Bibb, 
Ryan Kwanten, 
Amy Smart, 
Jamie Chung
",15349,80.0,F
Elisa y Marcela,"
Biography, Drama, Romance            ",6.6,"
In 1901, Elisa Sanchez Loriga took on the identity of Mario Sánchez to marry her lover of fifteen years, Marcela Gracia Ibeas.","
    Director:
Isabel Coixet
| 
    Stars:
Natalia de Molina, 
Greta Fernández, 
Sara Casasnovas, 
Tamar Novas
",3984,118.0,E
Balle perdue,"
Action, Crime, Thriller            ",6.2,"
A small time delinquent, turned police mechanic for a go fast task force, is forced to defend his innocence when his mentor is killed by dirty cops.","
    Director:
Guillaume Pierret
| 
    Stars:
Alban Lenoir, 
Nicolas Duvauchelle, 
Ramzy Bedia, 
Stéfi Celma
",8228,92.0,B
"Bom Dia, Verônica","
Crime, Drama, Mystery            ",7.6,"
After witnessing a suicide, an unobtrusive police clerk decides to investigate two neglected cases on her own, both involving abused women.","
            
    Stars:
Tainá Müller, 
Camila Morgado, 
Eduardo Moscovis, 
Antônio Grassi
",2893,49.0,B
Crime Scene: The Vanishing at the Cecil Hotel,"
Documentary, Crime, Mystery            ",5.9,"
College student and tourist Elisa Lam vanishes, leaving behind all of her possessions in her hotel room. The Cecil Hotel grows in infamy.","
            
    Stars:
Tim Marcia, 
Amy Price, 
Josh Dean, 
Greg Kading
",15072,219.0,C
En affære,"
Drama, Thriller            ",5.5,"
A newly appointed teacher finds herself being followed, and soon discovers that one of her own students is obsessed with her.","
    Director:
Henrik Martin Dahlsbakken
| 
    Stars:
Andrea Bræin Hovig, 
Tarjei Sandvik Moe, 
Carsten Bjørnlund, 
Anneke von der Lippe
",1682,92.0,E
Get Even,"
Crime, Drama, Thriller            ",6.5,"
It follows four teenage girls at private elite school who form their own secret society to expose bullies.","
            
    Stars:
Kim Adis, 
Bethany Antonia, 
Jessica Alexander, 
Mia McKenna-Bruce
",1904,28.0,G
Fi,"
Drama, Romance            ",7.8,"
The story of those who pursue passion, those who fly at the expense of burning, and those who stand up against life in pain.","
            
    Stars:
Ozan Güven, 
Serenay Sarikaya, 
Mehmet Günsür, 
Berrak Tüzünataç
",9721,60.0,F
